Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,test_preparation_course,math_score,reading_score,writing_score,science_score
S7969,Liam,Johnson,student4013@university.com,Male,21.0,Business,64.85,47.44,92.83,96.02,94.79,6.56,90.09,87.97,B,0.0,61,65.0,95.0,41.0
S9202,Sara,Brown,student370@university.com,Male,18.0,Business,92.75,73.33,92.93,68.99,93.72,7.69,74.21,72.84,F,0.0,50,87.0,84.0,63.0
S9688,Liam,Jones,student561@university.com,Male,19.0,Engineering,64.99,75.12,85.0,70.08,72.57,5.97,59.81,77.39,A,0.0,56,68.0,75.0,76.0
S9791,Maria,Williams,student2961@university.com,Female,18.0,CS,99.25,89.32,83.95,81.3,67.57,0.08,61.51,56.92,C,0.0,85,97.0,89.0,66.0
S5159,Ali,Brown,student4159@university.com,Male,22.0,Business,68.06,55.83,99.46,54.74,93.91,0.22,55.71,65.92,D,1.0,31,55.0,73.0,81.0
S8186,Ahmed,Johnson,student3128@university.com,Female,19.0,Business,99.66,67.69,56.67,65.14,66.04,9.86,64.78,76.78,B,0.0,57,87.0,96.0,67.0
S1095,Emma,Davis,student95@university.com,Male,23.0,Mathematics,79.72,60.69,90.69,53.38,74.34,5.0,76.21,50.66,D,0.0,93,85.0,30.0,79.0
S3364,Maria,Smith,student2364@university.com,Male,22.0,CS,87.41,93.8,78.66,76.02,59.58,5.75,94.43,51.61,B,0.0,46,84.0,81.0,95.0
S5697,Ahmed,Brown,student4697@university.com,Female,18.0,Mathematics,84.83,94.57,82.64,61.73,82.14,6.71,71.18,91.79,C,0.0,62,35.0,30.0,65.0
S6163,Ali,Johnson,student96@university.com,Female,23.0,Mathematics,69.95,84.78,58.95,50.69,62.23,2.81,83.63,98.6,D,0.0,70,85.0,96.0,69.0
S8789,Ahmed,Jones,student2341@university.com,Male,21.0,CS,69.63,88.55,63.36,57.14,84.64,9.99,86.83,89.33,B,0.0,75,82.0,87.0,40.0
S9459,Ali,Jones,student4500@university.com,Female,22.0,Mathematics,60.83,59.49,92.31,57.57,59.26,6.36,52.13,68.02,A,0.0,65,65.0,78.0,46.0
S5341,Liam,Smith,student4341@university.com,Female,24.0,CS,78.75,70.15,65.95,96.9,79.17,1.5,94.57,68.87,F,1.0,63,33.0,47.0,48.0
S3747,Ali,Brown,student2747@university.com,Male,19.0,Engineering,62.38,72.02,85.84,56.71,65.75,4.5,82.66,98.41,B,0.0,72,83.0,67.0,48.0
S3664,Emma,Williams,student2664@university.com,Female,19.0,CS,97.02,76.0,93.28,66.49,65.5,2.77,56.74,80.1,A,1.0,63,62.0,100.0,74.0
S9678,Ali,Brown,student2084@university.com,Female,21.0,Business,80.41,92.9,69.01,58.39,89.22,3.65,64.61,83.33,A,1.0,79,59.0,95.0,59.0
S4703,Emma,Davis,student3703@university.com,Male,24.0,Engineering,63.1,70.21,95.16,74.66,62.43,9.55,67.33,82.74,F,0.0,49,58.0,59.0,41.0
S1917,Maria,Brown,student917@university.com,Male,22.0,Mathematics,90.48,57.88,47.23,90.52,80.7,3.86,85.87,50.6,C,0.0,35,85.0,80.0,84.0
S8561,Ahmed,Williams,student4106@university.com,Male,21.0,Engineering,87.38,78.65,65.65,61.65,57.84,6.93,79.81,73.86,D,0.0,49,50.0,81.0,77.0
S5313,Sara,Brown,student4313@university.com,Female,20.0,Engineering,66.67,78.22,66.9,65.97,51.73,6.41,70.52,83.99,A,1.0,33,73.0,53.0,46.0
S7998,Ahmed,Williams,student2368@university.com,Female,19.0,Business,78.93,79.39,40.45,87.05,99.91,5.18,66.08,89.25,D,1.0,68,59.0,83.0,94.0
S5927,Liam,Smith,student4927@university.com,Female,21.0,Engineering,96.42,63.96,41.79,59.69,84.89,8.85,85.0,59.58,B,1.0,58,61.0,74.0,73.0
S10846,Ali,Jones,student3731@university.com,Female,19.0,CS,79.47,41.46,77.39,58.26,72.78,6.12,86.44,91.93,F,1.0,79,70.0,56.0,85.0
S1613,Sara,Jones,student613@university.com,Female,20.0,Business,83.61,64.38,66.03,94.07,80.25,4.93,64.69,65.68,F,0.0,85,76.0,74.0,58.0
S5908,Maria,Smith,student4908@university.com,Female,24.0,Mathematics,51.35,88.97,52.81,65.32,75.28,9.87,71.83,69.19,D,1.0,98,43.0,38.0,57.0
S1106,Emma,Jones,student106@university.com,Female,24.0,Business,59.35,64.26,71.22,87.16,74.18,7.89,69.3,61.52,D,0.0,35,74.0,58.0,51.0
S4878,Emma,Jones,student3878@university.com,Female,21.0,CS,65.42,76.11,46.97,69.23,82.75,0.69,96.78,91.75,D,0.0,67,51.0,55.0,70.0
S7008,Ali,Smith,student1981@university.com,Male,23.0,Engineering,99.7,50.31,96.95,65.34,66.03,9.59,57.12,75.25,A,0.0,64,51.0,82.0,72.0
S10672,Sara,Jones,student325@university.com,Male,21.0,CS,50.63,53.05,47.86,75.77,63.63,0.05,93.7,54.75,D,0.0,68,82.0,55.0,53.0
S4325,Emma,Johnson,student3325@university.com,Male,18.0,Engineering,87.76,41.24,89.05,51.07,84.26,5.4,85.68,57.59,A,0.0,64,100.0,59.0,53.0
S6139,Omar,Williams,student3353@university.com,Male,23.0,Engineering,50.59,96.4,85.08,89.87,62.97,1.64,62.57,61.75,C,0.0,55,58.0,98.0,94.0
S3885,Ahmed,Davis,student2885@university.com,Female,21.0,CS,81.24,78.18,44.41,90.92,96.22,2.21,95.36,84.36,D,0.0,59,100.0,100.0,60.0
S2465,Emma,Johnson,student1465@university.com,Female,18.0,Engineering,88.7,68.38,59.46,91.45,60.51,2.51,65.88,79.52,A,0.0,37,100.0,71.0,52.0
S10657,Emma,Johnson,student2383@university.com,Female,22.0,CS,97.01,87.41,76.77,67.64,64.56,2.87,58.39,66.75,D,0.0,71,53.0,45.0,58.0
S2894,Ali,Williams,student1894@university.com,Female,21.0,Mathematics,86.21,82.64,80.92,54.46,66.88,9.52,87.27,70.3,A,0.0,27,67.0,65.0,87.0
S5136,Maria,Jones,student4136@university.com,Male,24.0,Business,99.17,67.98,82.8,75.13,64.83,8.11,77.75,61.21,A,1.0,58,63.0,64.0,69.0
S5023,Sara,Brown,student4023@university.com,Female,22.0,CS,61.68,72.44,57.34,91.76,82.21,0.92,81.94,54.17,B,0.0,79,96.0,59.0,98.0
S2339,Emma,Jones,student1339@university.com,Male,24.0,Mathematics,54.42,82.77,90.83,86.76,78.97,2.96,88.9,88.57,D,0.0,9,58.0,64.0,50.0
S5587,Ahmed,Williams,student4587@university.com,Male,23.0,CS,77.93,92.86,94.28,55.82,87.62,1.38,91.87,95.85,F,0.0,66,52.0,62.0,69.0
S9784,Emma,Johnson,student545@university.com,Female,22.0,Engineering,75.61,55.17,66.68,90.31,81.53,4.22,65.87,87.67,C,1.0,88,45.0,82.0,93.0
S4117,Sara,Brown,student3117@university.com,Female,19.0,CS,82.23,57.23,94.41,81.54,82.06,0.96,51.73,97.06,B,0.0,54,82.0,85.0,63.0
S10544,Omar,Williams,student2182@university.com,Male,23.0,Mathematics,90.54,87.26,53.37,92.42,88.2,9.85,90.23,61.41,F,0.0,72,47.0,65.0,75.0
S8903,Liam,Williams,student2257@university.com,Female,19.0,CS,74.97,77.37,98.3,58.54,56.34,6.55,90.02,78.8,D,1.0,74,53.0,75.0,90.0
S9233,Omar,Davis,student1510@university.com,Female,21.0,Engineering,54.74,60.93,87.4,67.81,87.86,3.02,81.01,85.66,A,1.0,50,49.0,54.0,64.0
S6222,Emma,Johnson,student3565@university.com,Female,20.0,Business,63.6,60.45,57.07,86.51,78.14,1.78,84.73,65.35,F,1.0,69,55.0,76.0,76.0
S9355,John,Davis,student3339@university.com,Male,22.0,Business,72.76,58.77,63.62,68.76,50.15,7.05,90.68,53.75,C,1.0,45,54.0,79.0,57.0
S2739,John,Smith,student1739@university.com,Female,22.0,CS,67.95,87.24,41.69,71.55,95.87,0.83,93.28,89.33,C,0.0,27,67.0,57.0,56.0
S3863,John,Davis,student2863@university.com,Male,22.0,CS,94.76,85.07,49.56,66.53,71.4,9.86,70.86,76.86,A,0.0,13,92.0,29.0,40.0
S7613,Maria,Smith,student2790@university.com,Male,23.0,Engineering,68.56,79.38,60.53,84.38,60.63,4.94,91.72,64.42,C,1.0,97,81.0,44.0,82.0
S5211,Liam,Jones,student4211@university.com,Female,24.0,CS,80.48,56.78,93.45,98.03,87.76,2.31,65.68,84.9,C,0.0,44,83.0,100.0,24.0
S7855,Ahmed,Johnson,student4284@university.com,Female,19.0,Engineering,61.43,57.17,57.92,75.84,51.29,9.6,72.52,84.09,B,0.0,53,88.0,58.0,52.0
S4851,Ali,Johnson,student3851@university.com,Male,23.0,Engineering,74.67,62.14,59.3,54.0,84.15,1.01,79.23,71.39,A,1.0,56,67.0,76.0,91.0
S4321,Sara,Williams,student3321@university.com,Female,20.0,CS,59.78,87.72,61.11,99.48,72.52,8.84,55.38,83.94,D,1.0,52,55.0,87.0,86.0
S5997,John,Brown,student4997@university.com,Female,24.0,CS,87.54,63.55,64.21,94.28,50.19,3.13,82.65,54.25,A,1.0,53,62.0,76.0,43.0
S2100,John,Johnson,student1100@university.com,Female,22.0,CS,75.21,74.54,81.93,52.88,86.13,3.18,92.85,99.36,D,0.0,64,47.0,98.0,51.0
S2290,Ali,Brown,student1290@university.com,Male,21.0,Business,83.49,68.78,42.93,85.7,71.44,9.96,70.42,78.96,A,1.0,78,54.0,52.0,66.0
S5947,Emma,Williams,student4947@university.com,Female,21.0,Engineering,78.73,51.16,98.96,68.91,55.79,4.96,59.48,65.46,F,1.0,19,79.0,100.0,73.0
S7339,Ali,Williams,student308@university.com,Female,20.0,Engineering,74.66,90.92,50.84,97.52,53.36,6.24,74.48,68.66,F,0.0,85,60.0,71.0,61.0
S5998,Sara,Davis,student4998@university.com,Male,23.0,CS,92.56,79.79,94.28,81.2,61.18,0.4,94.29,55.84,A,0.0,58,68.0,29.0,46.0
S1793,Maria,Davis,student793@university.com,Male,19.0,Business,54.66,66.29,97.66,72.64,94.21,5.04,87.91,78.19,F,1.0,22,86.0,55.0,44.0
S7113,John,Johnson,student483@university.com,Female,18.0,Business,95.11,72.77,70.0,51.03,94.59,3.29,66.26,77.11,D,0.0,45,77.0,71.0,58.0
S5909,Omar,Smith,student4909@university.com,Female,24.0,CS,82.39,53.36,99.85,95.3,72.14,7.07,63.28,53.89,C,0.0,57,56.0,69.0,44.0
S10361,John,Brown,student323@university.com,Female,23.0,Engineering,85.99,71.48,71.79,62.73,72.72,3.17,97.09,59.81,F,0.0,76,68.0,84.0,75.0
S3544,Emma,Williams,student2544@university.com,Female,23.0,Business,85.03,92.54,73.42,82.71,85.84,0.42,88.66,91.21,A,0.0,43,48.0,62.0,55.0
S3400,Ahmed,Davis,student2400@university.com,Female,20.0,Engineering,97.98,60.97,88.12,69.37,51.52,7.49,73.19,65.13,A,0.0,62,87.0,60.0,71.0
S3941,Omar,Williams,student2941@university.com,Female,20.0,Engineering,89.2,45.21,62.02,60.01,79.76,4.13,73.8,78.09,A,1.0,17,91.0,49.0,79.0
S1166,Liam,Brown,student166@university.com,Male,21.0,CS,62.57,84.61,99.13,72.5,75.31,0.78,64.74,76.45,C,0.0,89,68.0,64.0,99.0
S7745,Liam,Johnson,student862@university.com,Male,21.0,Business,99.06,84.37,58.53,53.53,64.87,1.86,75.46,72.72,A,0.0,98,86.0,83.0,75.0
S4500,Omar,Smith,student3500@university.com,Female,23.0,Mathematics,63.45,95.92,92.42,94.0,63.71,9.78,72.65,71.73,D,1.0,99,63.0,64.0,100.0
S7481,Liam,Smith,student4799@university.com,Male,23.0,CS,58.0,61.06,79.9,93.58,84.38,4.86,58.08,80.55,B,0.0,78,71.0,58.0,67.0
S3907,Ali,Brown,student2907@university.com,Male,24.0,Engineering,81.9,97.93,98.79,70.36,90.19,6.96,50.04,78.25,D,0.0,20,56.0,75.0,41.0
S10193,Ahmed,Smith,student3788@university.com,Female,18.0,Mathematics,55.06,59.95,49.9,53.61,85.6,9.35,94.69,75.13,F,0.0,29,35.0,86.0,61.0
S10422,Ali,Williams,student1079@university.com,Male,18.0,CS,85.06,91.73,79.17,69.03,71.94,8.96,86.19,81.72,D,1.0,80,59.0,79.0,78.0
S9505,Omar,Smith,student4102@university.com,Male,22.0,Engineering,63.36,56.5,42.8,53.53,87.81,7.76,95.5,54.91,A,1.0,27,100.0,96.0,74.0
S6251,John,Davis,student1356@university.com,Male,18.0,Engineering,57.48,79.22,69.71,76.61,89.12,0.3,61.91,86.01,B,0.0,86,73.0,63.0,53.0
S8002,Liam,Williams,student1990@university.com,Male,22.0,Business,72.92,43.34,61.51,52.33,52.28,2.02,96.92,67.1,A,1.0,41,72.0,73.0,49.0
S3058,Sara,Jones,student2058@university.com,Female,23.0,Engineering,54.38,97.95,61.2,84.08,54.07,8.6,71.77,85.88,C,0.0,10,67.0,55.0,70.0
S3197,Liam,Brown,student2197@university.com,Female,18.0,CS,54.26,44.32,61.81,59.04,70.54,7.24,59.98,73.01,C,1.0,31,60.0,33.0,59.0
S5464,Maria,Jones,student4464@university.com,Female,24.0,CS,91.51,43.06,41.11,79.85,52.63,6.39,81.16,92.07,B,0.0,57,87.0,93.0,53.0
S3681,Omar,Smith,student2681@university.com,Male,20.0,CS,71.94,48.2,78.72,77.25,82.98,6.36,50.01,95.74,C,0.0,55,81.0,73.0,82.0
S4808,Ali,Johnson,student3808@university.com,Female,21.0,CS,85.37,77.84,98.28,78.07,54.39,1.06,94.02,96.51,A,1.0,20,73.0,46.0,44.0
S1117,Emma,Brown,student117@university.com,Female,21.0,CS,71.56,77.95,95.93,52.68,70.11,6.95,76.29,79.0,B,1.0,66,91.0,40.0,40.0
S6224,Emma,Johnson,student857@university.com,Male,23.0,CS,58.28,86.61,99.24,76.13,92.84,3.15,72.01,67.75,A,0.0,50,56.0,76.0,63.0
S4482,Ahmed,Jones,student3482@university.com,Male,18.0,Engineering,69.59,83.83,70.59,64.45,55.27,4.47,79.09,76.28,B,0.0,62,51.0,78.0,74.0
S4770,Sara,Smith,student3770@university.com,Male,21.0,Business,95.05,42.91,56.16,62.61,96.24,9.09,71.4,68.01,B,0.0,34,91.0,49.0,62.0
S7009,Ahmed,Jones,student2222@university.com,Male,20.0,CS,53.45,70.58,47.63,79.95,98.11,8.18,56.71,72.49,D,1.0,56,99.0,92.0,83.0
S9598,Maria,Williams,student4747@university.com,Female,18.0,CS,75.65,52.41,45.76,79.95,92.84,5.78,61.14,63.94,B,0.0,63,74.0,98.0,82.0
S3599,John,Williams,student2599@university.com,Female,21.0,CS,94.93,86.01,74.66,83.96,50.13,0.81,61.62,73.84,A,0.0,79,81.0,46.0,48.0
S10013,Ahmed,Davis,student4381@university.com,Female,18.0,Engineering,63.97,75.24,75.61,97.35,60.24,1.09,55.65,74.6,D,0.0,33,46.0,72.0,74.0
S9626,Ali,Johnson,student3259@university.com,Female,19.0,Engineering,59.36,46.3,66.81,92.7,86.22,1.92,95.03,63.93,B,1.0,71,100.0,82.0,70.0
S2387,Maria,Davis,student1387@university.com,Male,24.0,CS,68.08,82.67,90.26,83.74,70.06,8.39,97.99,56.65,F,0.0,43,70.0,40.0,68.0
S5120,Liam,Brown,student4120@university.com,Female,19.0,Business,93.67,55.57,70.63,66.23,64.5,5.24,89.6,91.33,B,1.0,67,62.0,56.0,78.0
S6124,Sara,Jones,student2879@university.com,Male,18.0,CS,87.81,66.76,49.2,70.68,91.52,2.76,67.91,82.03,B,1.0,48,74.0,41.0,85.0
S9270,Emma,Smith,student395@university.com,Male,23.0,Mathematics,93.01,87.31,92.12,77.6,85.74,2.46,98.37,51.05,D,1.0,93,92.0,100.0,36.0
S6338,Sara,Davis,student1890@university.com,Female,19.0,CS,59.92,44.17,58.24,93.98,95.54,1.81,99.73,88.48,A,0.0,43,81.0,97.0,46.0
S1454,Ahmed,Smith,student454@university.com,Male,23.0,Engineering,51.44,86.53,86.92,57.05,71.2,1.64,54.05,64.25,D,1.0,43,100.0,82.0,80.0
S4362,Maria,Smith,student3362@university.com,Male,23.0,Mathematics,91.66,58.14,58.02,68.31,76.05,8.75,68.04,73.77,B,1.0,62,53.0,71.0,66.0
S8287,Omar,Williams,student855@university.com,Male,18.0,CS,95.55,70.77,84.76,93.95,95.6,8.18,95.35,84.47,F,0.0,73,89.0,100.0,75.0
S3429,John,Smith,student2429@university.com,Female,24.0,Engineering,88.84,75.28,81.74,85.08,97.99,9.82,99.59,54.14,B,0.0,52,71.0,85.0,55.0
S5133,Liam,Johnson,student4133@university.com,Female,24.0,Mathematics,91.32,73.26,46.4,97.35,83.98,2.19,76.64,59.28,A,0.0,72,84.0,69.0,64.0
S6287,Omar,Williams,student2506@university.com,Female,23.0,CS,77.46,85.15,54.75,90.17,76.74,5.27,67.42,94.27,A,0.0,77,73.0,71.0,67.0
S10054,Ali,Williams,student808@university.com,Male,21.0,Business,69.88,66.88,55.11,87.54,91.31,0.91,77.17,69.35,A,0.0,95,99.0,100.0,60.0
S10252,Omar,Williams,student1811@university.com,Female,18.0,Engineering,98.11,53.74,97.73,63.18,90.31,0.32,50.62,90.69,D,1.0,80,51.0,84.0,64.0
S7581,Omar,Jones,student2769@university.com,Male,20.0,Business,73.22,81.32,99.75,97.28,99.17,5.61,55.84,77.75,D,0.0,40,55.0,67.0,67.0
S1582,Maria,Brown,student582@university.com,Male,20.0,Business,71.95,40.16,50.37,73.32,54.44,8.88,73.05,70.6,D,0.0,53,68.0,52.0,69.0
S6475,Emma,Jones,student963@university.com,Male,21.0,Business,94.67,67.36,46.3,67.17,65.15,7.39,94.08,76.47,C,1.0,74,66.0,89.0,59.0
S8887,Omar,Davis,student3653@university.com,Female,21.0,CS,91.07,71.61,71.32,77.52,59.77,9.88,56.38,75.68,C,0.0,60,72.0,97.0,61.0
S5264,Ali,Johnson,student4264@university.com,Male,19.0,CS,89.25,66.06,40.99,98.52,84.8,6.13,51.16,89.8,A,1.0,10,95.0,67.0,82.0
S1948,Emma,Smith,student948@university.com,Male,23.0,CS,50.21,53.48,52.21,54.72,75.06,2.43,52.07,91.29,F,0.0,14,92.0,48.0,95.0
S3229,Maria,Brown,student2229@university.com,Female,20.0,CS,53.12,98.61,51.79,91.9,71.1,9.86,92.9,99.15,C,1.0,58,62.0,54.0,90.0
S1797,Omar,Jones,student797@university.com,Male,21.0,Engineering,64.88,65.14,83.95,65.09,87.4,1.34,52.11,72.58,A,1.0,41,67.0,85.0,70.0
S7101,Ahmed,Williams,student168@university.com,Male,18.0,Business,55.67,92.12,90.29,96.9,79.46,4.67,67.34,69.62,A,0.0,54,56.0,52.0,73.0
S2856,Ahmed,Davis,student1856@university.com,Female,19.0,CS,66.41,76.94,53.74,85.33,85.75,6.32,90.24,77.03,D,0.0,44,77.0,60.0,94.0
S10103,Ahmed,Davis,student2956@university.com,Female,18.0,CS,59.74,54.92,41.35,87.79,75.51,3.21,78.81,86.06,A,1.0,69,76.0,93.0,74.0
S7183,Ahmed,Johnson,student3042@university.com,Male,22.0,CS,86.25,55.3,78.7,62.51,54.7,9.13,55.98,59.56,F,0.0,63,94.0,100.0,63.0
S10690,John,Davis,student1522@university.com,Female,20.0,Engineering,71.8,61.24,76.46,59.79,62.49,4.62,85.01,55.84,F,1.0,56,68.0,66.0,79.0
S10807,Ahmed,Davis,student3294@university.com,Male,23.0,Engineering,77.41,66.4,75.37,58.49,90.24,2.92,90.5,60.33,C,0.0,83,47.0,49.0,72.0
S1001,Maria,Brown,student1@university.com,Male,18.0,Engineering,97.27,97.23,45.8,74.32,94.24,8.32,55.65,50.64,A,0.0,65,100.0,67.0,96.0
S2706,John,Jones,student1706@university.com,Female,18.0,Engineering,87.75,79.95,68.25,81.86,58.74,7.52,53.09,84.19,A,0.0,38,71.0,92.0,71.0
S5261,Liam,Davis,student4261@university.com,Male,24.0,Business,65.9,96.08,73.63,93.53,89.88,7.26,52.0,52.39,D,0.0,51,100.0,100.0,53.0
S7436,Emma,Johnson,student1023@university.com,Female,23.0,CS,59.79,81.41,62.92,94.97,50.89,1.59,98.44,76.93,C,0.0,71,63.0,78.0,60.0
S7143,Emma,Davis,student3628@university.com,Male,20.0,CS,68.81,60.08,57.48,98.98,68.27,7.17,97.84,60.21,A,0.0,40,94.0,82.0,69.0
S3780,John,Jones,student2780@university.com,Male,19.0,Business,88.0,98.82,71.62,66.86,50.2,0.59,92.46,65.7,A,0.0,76,80.0,67.0,82.0
S6747,Omar,Davis,student91@university.com,Male,19.0,CS,75.95,84.3,96.05,73.56,98.83,3.4,52.8,99.03,F,1.0,87,45.0,33.0,57.0
S8315,Sara,Johnson,student1453@university.com,Female,22.0,Business,61.26,65.18,46.01,74.44,77.82,7.35,82.87,52.64,A,1.0,45,70.0,71.0,100.0
S4035,Omar,Smith,student3035@university.com,Female,18.0,CS,56.26,46.42,82.08,85.5,66.29,7.09,80.0,83.15,D,0.0,48,62.0,74.0,71.0
S7802,Omar,Smith,student459@university.com,Male,23.0,Engineering,56.71,51.34,49.65,89.25,71.48,5.33,73.04,62.42,A,0.0,55,86.0,56.0,64.0
S2457,Maria,Davis,student1457@university.com,Female,18.0,Business,88.67,49.32,48.97,91.34,61.01,4.62,92.37,76.49,B,1.0,73,53.0,62.0,49.0
S9174,Ali,Williams,student2080@university.com,Female,23.0,Mathematics,84.77,72.06,49.97,93.36,56.07,1.57,84.47,70.51,D,0.0,67,60.0,100.0,74.0
S8690,Ali,Williams,student4020@university.com,Male,18.0,Engineering,56.01,49.17,59.57,76.11,70.23,5.52,98.31,60.44,F,1.0,55,75.0,46.0,46.0
S9120,Ahmed,Johnson,student1996@university.com,Female,20.0,CS,63.6,90.32,45.78,55.15,62.31,5.45,70.44,93.89,C,1.0,69,77.0,78.0,76.0
S9847,Ali,Jones,student1066@university.com,Male,21.0,CS,62.74,91.32,46.89,64.08,84.28,8.57,98.88,81.37,B,0.0,65,94.0,93.0,82.0
S5954,John,Davis,student4954@university.com,Female,19.0,Engineering,70.61,73.78,86.06,94.81,77.46,4.66,68.88,59.06,D,1.0,92,97.0,38.0,51.0
S9010,Ali,Smith,student3598@university.com,Male,20.0,Mathematics,63.2,81.05,96.46,56.0,80.87,1.82,62.92,83.1,C,0.0,85,54.0,91.0,90.0
S9826,Omar,Smith,student2948@university.com,Female,18.0,Engineering,88.45,81.14,92.24,96.24,52.75,7.17,75.54,68.18,F,1.0,61,84.0,79.0,74.0
S5255,Maria,Brown,student4255@university.com,Male,23.0,CS,67.19,40.09,80.98,55.72,82.75,8.79,55.46,85.36,B,1.0,97,45.0,76.0,68.0
S7131,Ahmed,Jones,student2308@university.com,Female,20.0,Business,63.48,91.81,54.14,64.01,75.44,8.99,96.15,93.34,A,0.0,74,32.0,88.0,55.0
S2239,John,Brown,student1239@university.com,Male,24.0,Business,53.37,60.24,82.92,72.02,66.17,4.42,92.26,51.09,D,0.0,16,64.0,71.0,26.0
S4915,Emma,Johnson,student3915@university.com,Male,22.0,Business,66.08,92.65,69.77,86.74,90.89,6.06,96.42,95.3,F,0.0,18,71.0,78.0,66.0
S6701,Ahmed,Jones,student1336@university.com,Female,19.0,CS,51.07,84.5,59.53,55.08,99.1,7.51,52.58,81.56,F,1.0,50,89.0,91.0,79.0
S10676,Omar,Johnson,student4850@university.com,Female,19.0,Engineering,62.33,70.05,88.51,81.59,75.15,6.72,92.91,85.7,A,1.0,59,86.0,92.0,59.0
S6370,Ali,Smith,student2436@university.com,Male,19.0,Business,82.18,79.64,48.33,61.3,64.07,0.26,90.35,91.21,B,0.0,94,45.0,76.0,39.0
S1246,Ali,Jones,student246@university.com,Female,22.0,CS,67.12,41.49,92.28,80.08,66.36,0.41,91.73,51.01,C,0.0,39,79.0,62.0,49.0
S4564,Ahmed,Smith,student3564@university.com,Female,18.0,CS,94.67,62.04,83.82,89.17,54.32,6.29,51.99,95.93,B,1.0,73,65.0,83.0,68.0
S7717,Sara,Jones,student797@university.com,Female,19.0,Mathematics,88.73,48.45,77.41,73.31,95.99,9.75,54.72,68.8,A,0.0,100,100.0,100.0,54.0
S2134,John,Jones,student1134@university.com,Female,21.0,CS,90.27,99.26,43.53,68.6,50.17,6.93,92.09,94.01,A,1.0,94,96.0,63.0,76.0
S4282,Ali,Brown,student3282@university.com,Male,20.0,Business,90.21,45.8,68.49,92.84,82.97,2.54,55.4,57.51,A,1.0,37,77.0,74.0,31.0
S10822,Sara,Jones,student3712@university.com,Male,20.0,Business,69.28,47.18,49.51,54.2,84.78,8.59,87.37,84.18,C,0.0,66,50.0,56.0,52.0
S3420,Ali,Davis,student2420@university.com,Female,21.0,Engineering,91.57,99.3,84.71,83.92,83.79,1.73,52.3,91.92,A,0.0,19,89.0,10.0,71.0
S3965,Omar,Jones,student2965@university.com,Male,18.0,Engineering,83.85,78.92,48.67,85.45,65.55,8.56,61.06,89.89,D,0.0,32,49.0,56.0,100.0
S1920,Ahmed,Smith,student920@university.com,Female,19.0,Engineering,92.46,98.29,72.3,91.62,75.98,3.29,58.31,75.87,A,1.0,92,56.0,33.0,59.0
S4583,Maria,Johnson,student3583@university.com,Male,21.0,Business,50.91,55.55,46.28,75.2,54.81,2.14,93.4,73.87,F,1.0,15,74.0,79.0,73.0
S2593,Maria,Smith,student1593@university.com,Male,19.0,Mathematics,81.37,48.61,43.33,57.8,50.7,6.15,69.54,57.57,F,0.0,87,47.0,34.0,38.0
S5110,Sara,Jones,student4110@university.com,Female,23.0,Engineering,90.07,69.18,78.54,60.5,72.71,5.65,56.63,97.28,A,0.0,37,45.0,71.0,69.0
S1795,Omar,Williams,student795@university.com,Female,22.0,CS,86.7,56.31,91.76,50.02,72.33,0.88,96.33,94.74,A,1.0,30,54.0,52.0,11.0
S8312,Liam,Smith,student1196@university.com,Female,20.0,Business,51.61,79.6,90.45,83.38,85.9,1.19,90.12,58.25,D,1.0,52,95.0,71.0,83.0
S6744,John,Jones,student1935@university.com,Female,22.0,Engineering,99.07,51.63,58.94,71.97,66.83,1.41,56.02,58.07,D,0.0,31,57.0,96.0,89.0
S1283,Omar,Brown,student283@university.com,Female,20.0,CS,87.38,81.49,52.88,70.44,83.94,2.35,86.25,92.59,F,0.0,25,71.0,59.0,69.0
S2406,Sara,Williams,student1406@university.com,Male,22.0,Engineering,87.32,91.44,48.54,78.82,62.16,3.31,99.72,59.81,A,1.0,87,80.0,70.0,21.0
S9924,Emma,Johnson,student3602@university.com,Female,21.0,CS,63.4,46.3,84.0,86.88,72.46,0.05,84.33,89.54,C,1.0,55,43.0,71.0,94.0
S10200,Omar,Brown,student1205@university.com,Male,19.0,Engineering,95.81,66.85,88.46,67.28,99.0,8.62,58.71,62.89,C,0.0,70,23.0,100.0,39.0
S8521,Liam,Jones,student4710@university.com,Male,20.0,CS,74.49,62.54,83.65,75.6,55.98,8.8,50.66,66.87,D,1.0,39,54.0,62.0,84.0
S5116,Ahmed,Davis,student4116@university.com,Male,24.0,Business,99.06,65.34,67.32,52.16,99.59,4.49,95.87,52.35,B,1.0,77,78.0,52.0,63.0
S2998,Omar,Smith,student1998@university.com,Female,23.0,Business,91.59,45.65,63.92,60.99,82.27,3.1,63.47,74.86,A,1.0,74,87.0,46.0,44.0
S3543,Maria,Williams,student2543@university.com,Female,21.0,Engineering,66.9,63.22,59.96,62.24,91.3,1.56,82.94,88.46,D,0.0,26,79.0,68.0,100.0
S8345,Ahmed,Jones,student3986@university.com,Male,21.0,CS,77.55,84.57,49.74,94.7,70.38,2.5,75.67,77.36,A,0.0,86,93.0,99.0,77.0
S5735,Omar,Jones,student4735@university.com,Female,21.0,CS,58.39,84.52,89.75,83.04,54.83,3.85,97.49,60.73,A,1.0,50,67.0,57.0,45.0
